School Year,Category,Department,Internal Role,Req ID,Opening Type,Status,Job Title,Req Openings,Req Remaining Openings,Location,Region,Job Type,JOB_MOST_RECENT_OPEN_DATE,JOB_FILLED_ON,Position Control Number
2024-2025,Instructional,Teaching - Math,Teacher: 1-5 Math,2023-12080,Mid-Year Vacancy,Open,4th Grade Math Teacher - IDEA Bassett Academy (Immediate Opening),2,2,IDEA Bassett Academy,"Jacksonville, FL",Full-Time,5/22/2024,,"3400,3401"
2024-2025,Operations,Transportation,District Mechanic,2022-3717,Mid-Year Vacancy,Open,District Mechanic - Mid Rio Grande Valley (Immediate Opening),3,2,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,10/26/2023,,"102256,102257,102258"
2024-2025,Operations,Operations Support,After School Enrichment Specialist (Shared),2023-12765,Mid-Year Vacancy,Open,After School Enrichment Specialist - IDEA Edinburg (Immediate Opening),5,2,IDEA Edinburg,"Mid Rio Grande Valley, TX",Part-Time,6/20/2024,,"101011,102338,102622,102337,102529"
2024-2025,Operations,Operations Support,School Monitor (Shared),2023-7655,Mid-Year Vacancy,Open,School Monitor - IDEA Bridge (Immediate Opening),6,2,IDEA Bridge,Southern Louisiana,Part-Time,9/8/2023,,"1881,1920,3159,3160,3161,3162"
2024-2025,Operations,Transportation,Bus Driver (Shared),2023-11569,Mid-Year Vacancy,Open,Bus Driver - IDEA River Bluff (Immediate Opening),3,3,IDEA River Bluff,"Jacksonville, FL",Full-Time,5/2/2024,,"2971,2972,3415"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-12186,Mid-Year Vacancy,Open,Food Service Specialist Substitute - IDEA Mesa Hills (Immediate Opening),3,3,IDEA Mesa Hills,"El Paso, TX",Part-Time,5/28/2024,,"91396,97765,97833"
2024-2025,Operations,Transportation,Bus Driver (Shared),2023-11562,Mid-Year Vacancy,Open,Bus Driver - IDEA Hope (Immediate Opening),4,3,IDEA Hope,"Tampa Bay, FL",Full-Time,5/2/2024,,"2040,2707,2925,3229"
2024-2025,Operations,Camp Rio,Not Applicable,2023-12290,Annual Vacancy,Open,Residential Program Staff - IDEA Camp Rio,16,3,Camp Rio,"Rio Grande Valley, TX",Full-Time,6/3/2024,,101019
2024-2025,Operations,Transportation,Bus Driver (Shared),2023-11566,Mid-Year Vacancy,Open,Bus Driver - IDEA Victory (Immediate Opening),4,4,IDEA Victory,"Tampa Bay, FL",Full-Time,5/2/2024,,"2937,2938,3421,3422"
2023-2024,Instructional,Substitute Teaching,Substitute Teacher,2023-8817,Mid-Year Vacancy,Open,Substitute Teacher - El Paso (FOR REHIRES),5,4,IDEA Horizon Vista,"El Paso, TX",Part-Time,11/10/2023,,96946
2024-2025,Operations,Operations Support,After School Enrichment Specialist (Shared),2023-12792,Mid-Year Vacancy,Open,After School Enrichment Specialist - IDEA Alamo (Immediate Opening),6,6,IDEA Alamo,"Mid Rio Grande Valley, TX",Part-Time,6/20/2024,,"102573,102621,89812,89813,89814,89818"
2024-2025,Instructional,Substitute Teaching,Substitute Teacher,2023-12598,Annual Vacancy,Open,Substitute Teacher - IDEA Houston Region (24-25),80,16,IDEA Spears,"Greater Houston, TX",Part-Time,6/13/2024,,103592
2024-2025,Instructional,Substitute Teaching,Substitute Teacher,2023-12053,Annual Vacancy,Open,Substitute Teacher - IDEA Lakeland (24-25),30,17,IDEA Lakeland,"Tampa Bay, FL",Part-Time,5/24/2024,,3463
2023-2024,Instructional,Substitute Teaching,Substitute Teacher,2023-9996,Mid-Year Vacancy,Open,Substitute Teacher (REHIRES) - IDEA Permian Basin (Immediate Opening),30,28,Permian Basin Regional Office,"Permian Basin, TX",Part-Time,2/20/2024,,96947
2024-2025,Instructional,Substitute Teaching,Substitute Teacher,2023-12051,Annual Vacancy,Open,Substitute Teacher- IDEA Jacksonville Region (24-25),75,59,IDEA River Bluff,"Jacksonville, FL",Part-Time,5/24/2024,,2916
2024-2025,Instructional,Substitute Teaching,Substitute Teacher,2023-12052,Annual Vacancy,Open,Substitute Teacher- IDEA Tampa Bay Region (24-25),75,62,IDEA Victory,"Tampa Bay, FL",Part-Time,5/24/2024,,2413
2024-2025,Instructional,Substitute Teaching,Substitute Teacher,2023-12026,Annual Vacancy,Open,Substitute Teacher - IDEA Permian Basin (24-25),95,68,IDEA Travis,"Permian Basin, TX",Part-Time,5/23/2024,,96947
2024-2025,Instructional,Substitute Teaching,Substitute Teacher,2023-12033,Annual Vacancy,Open,Substitute Teacher - IDEA Cincinnati Region (24-25),75,75,IDEA Price Hill,"Cincinnati, OH",Part-Time,5/24/2024,,2915
2023-2024,Instructional,Substitute Teaching,Substitute Teacher,2022-4159,Annual Vacancy,On Hold,Substitute Teacher - El Paso (Immediate Opening),70,-92,IDEA Edgemere,"El Paso, TX",Part-Time,2/5/2024,,96946
2023-2024,Operations,Operations Leadership,APO (Shared),2023-11203,Mid-Year Vacancy,On Hold,Assistant Principal of Operations - IDEA San Antonio (Immediate Opening),,,San Antonio Regional Office,"San Antonio, TX",Full-Time,4/17/2024,,
2024-2025,Instructional,School Lead Team,School Counselor (College Prep),2023-11306,Mid-Year Vacancy,On Hold,School Counselor - IDEA Monterrey Park College Prep (Immediate Opening),1,0,IDEA Monterrey Park College Prep,"San Antonio, TX",Full-Time,4/22/2024,,89640
2024-2025,Instructional,Para-Professional - General Education,Co-Teacher (College Prep): AR/Hot Spot/RRC,2023-11535,Mid-Year Vacancy,On Hold,Accelerated Reader Facilitator - IDEA Mays College Prep (Immediate Opening),1,0,IDEA Mays College Prep,"San Antonio, TX",Full-Time,4/30/2024,,96135
2024-2025,Operations,Operations Support,Bus Monitor (Shared),2023-12019,Mid-Year Vacancy,On Hold,Bus Monitor - IDEA Yukon (Immediate Opening),1,0,IDEA Yukon,"Permian Basin, TX",Part-Time,5/21/2024,,101039
2024-2025,Instructional,Administrative Support,Tutor,2023-12571,Mid-Year Vacancy,On Hold,Tutor - IDEA Frontier College Prep (Immediate Opening),1,0,IDEA Frontier College Prep,"Lower Rio Grande Valley, TX",Part-Time,6/10/2024,,89650
2024-2025,Headquarters,College and Alumni Success,Not Applicable,2023-12861,Annual Vacancy,On Hold,National Director of College Success (24-25),1,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,6/25/2024,,93763
2024-2025,Instructional,Administrative Support,Testing Coordinator (College Prep),2023-12920,Mid-Year Vacancy,On Hold,Testing Coordinator- IDEA Innovation College Prep (Immediate Opening),1,0,IDEA Innovation College Prep,Southern Louisiana,Full-Time,6/26/2024,,1976
2023-2024,Operations,Facilities and Construction,Custodian (Shared),2023-10435,Mid-Year Vacancy,On Hold,Custodian - IDEA Innovation (Immediate Opening),1,1,IDEA Innovation,Southern Louisiana,Full-Time,3/4/2024,,1895
2023-2024,Operations,Transportation,Non-CDL SPED Driver (Shared),2023-10686,Mid-Year Vacancy,On Hold,Non- CDL SpEd Driver - IDEA Toros (Immediate Opening),1,1,IDEA Toros College Prep,"Mid Rio Grande Valley, TX",Full-Time,3/22/2024,,100602
2024-2025,Operations,Transportation,Non-CDL SPED Driver (Shared),2023-10917,Mid-Year Vacancy,On Hold,Non-CDL SPED Driver - IDEA Achieve (Immediate Opening),1,1,IDEA Achieve,"Tarrant County, TX",Full-Time,4/4/2024,,103278
2024-2025,Headquarters,Academic Services,Not Applicable,2023-10928,Annual Vacancy,On Hold,Assistant Director of Assessment (24-25),1,1,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,5/28/2024,,103357
2024-2025,Operations,Transportation,Non-CDL SPED Driver (Shared),2023-10955,Mid-Year Vacancy,On Hold,Non CDL SPED Driver - IDEA Toros (Immediate Opening),1,1,IDEA Toros College Prep,"Mid Rio Grande Valley, TX",Full-Time,4/5/2024,,100603
2024-2025,Operations,Transportation,Non-CDL SPED Driver (Shared),2023-10956,Mid-Year Vacancy,On Hold,Non-CDL SPED Driver - IDEA Edinburg (Immediate Opening),1,1,IDEA Edinburg,"Mid Rio Grande Valley, TX",Full-Time,4/8/2024,,102990
2024-2025,Instructional,Teaching - Math,Teacher: 6-8 Math,2023-11112,Mid-Year Vacancy,On Hold,7th Grade Math & Interventionist Teacher- IDEA University Prep College Prep (Immediate Opening),1,1,IDEA University Prep College Prep,Southern Louisiana,Full-Time,4/15/2024,,2745
2024-2025,Instructional,Administrative Support,Administrative Assistant (College Prep),2023-11143,Mid-Year Vacancy,On Hold,Administrative Assistant- IDEA University Prep College Prep (Immediate Opening),1,1,IDEA University Prep College Prep,Southern Louisiana,Full-Time,4/15/2024,,3356
2024-2025,Headquarters,Academic Services,Not Applicable,2023-12462,Annual Vacancy,On Hold,Assessment Associate (24-25),1,1,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,6/7/2024,,91470
2024-2025,Operations,Information Systems,Regional SIS Coordinator,2023-12759,Mid-Year Vacancy,On Hold,Regional SIS Coordinator - IDEA San Antonio (Immediate Opening),1,1,San Antonio Regional Office,"San Antonio, TX",Full-Time,6/27/2024,,98949
2024-2025,Operations,Facilities and Construction,Custodian (Shared),2023-12854,Mid-Year Vacancy,On Hold,Custodian - IDEA Hope (Immediate Opening),1,1,IDEA Hope,"Tampa Bay, FL",Full-Time,6/22/2024,,2117
2024-2025,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-12881,Mid-Year Vacancy,On Hold,2nd grade ELA Teacher - IDEA Achieve Academy (Immediate Opening),1,1,IDEA Achieve Academy,"Tarrant County, TX",Full-Time,6/24/2024,,98260
2024-2025,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-11133,Mid-Year Vacancy,On Hold,Food Service Specialist Substitute - IDEA Price Hill (Immediate Opening),2,1,IDEA Price Hill,"Cincinnati, OH",Part-Time,4/12/2024,,"2664,3199"
2023-2024,Operations,Information Systems,Not Applicable,2023-10403,Mid-Year Vacancy,On Hold,Intern - Employee Information Systems (Immediate Opening),6,3,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Intern,3/1/2024,,"101816,101817,93403,99667,99685,99686"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2022-6945,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Riverview (Immediate Opening),1,-1,IDEA Riverview,"Lower Rio Grande Valley, TX",Full-Time,8/7/2023,8/16/2023,90438
2023-2024,Instructional,CTE Role,CTE Campus Role,2022-2730,Mid-Year Vacancy,Filled,CTE Commercial Photography Teacher - IDEA Bluff Springs College Prep (Immediate Opening),,,IDEA Bluff Springs College Prep,"Greater Austin, TX",Full-Time,11/27/2023,11/29/2023,96390
2023-2024,Instructional,Teaching - Social Studies,Teacher: 6-8 Social Studies,2022-3671,Mid-Year Vacancy,Filled,6th and 7th Grade Social Studies Teacher - IDEA Bluff College Prep (Immediate Opening),,,IDEA Bluff Springs College Prep,"Greater Austin, TX",Full-Time,11/13/2023,11/15/2023,94485
2023-2024,Instructional,Teaching - Social Studies,Teacher: 6-8 Social Studies,2022-4340,Mid-Year Vacancy,Filled,8th grade Social Studies Pre-AP Teacher - IDEA Bridge College Prep (Immediate Opening),,,IDEA Bridge College Prep,Southern Louisiana,Full-Time,7/11/2023,7/13/2023,1947
2023-2024,Operations,Health,Health Aide (Shared),2022-6179,Mid-Year Vacancy,Filled,Health Aide - IDEA Sports Park (Immediate Opening),,,IDEA Sports Park,"Lower Rio Grande Valley, TX",Full-Time,8/7/2023,8/11/2023,96287
2023-2024,Instructional,Teaching - Math,Teacher: 6-8 Math,2022-6626,Mid-Year Vacancy,Filled,8th Grade Math Teacher - IDEA Kyle College Prep (Immediate Opening),,,IDEA Kyle College Prep,"Greater Austin, TX",Full-Time,8/28/2023,8/28/2023,101837
2024-2025,Instructional,Teaching - Math,Teacher: 1-5 Math,2023-10703,Annual Vacancy,Filled,4th/5th Grade Math Teacher - IDEA Yukon Academy (24-25),,,IDEA Yukon Academy,"Permian Basin, TX",Full-Time,6/9/2024,6/12/2024,101954
2024-2025,Instructional,Teaching - Social Studies,Teacher: 6-8 Social Studies,2023-10931,Annual Vacancy,Filled,6th/7th grade Social Studies Pre-AP Teacher - IDEA Edgecliff College Prep (24-25),,,IDEA Edgecliff College Prep,"Tarrant County, TX",Full-Time,4/8/2024,4/10/2024,101916
2024-2025,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-12677,Annual Vacancy,Filled,Food Service Specialist- IDEA Bluff Springs (24-25),,,IDEA Bluff Springs,"Greater Austin, TX",Full-Time,6/18/2024,6/21/2024,90229
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher (Academy): PE,2023-7489,Mid-Year Vacancy,Filled,PE Co-Teacher - IDEA La Joya Academy (Immediate Opening),,,IDEA La Joya Academy,"Upper Rio Grande Valley, TX",Full-Time,9/13/2023,9/18/2023,98403
2023-2024,Operations,Operations Support,Bus Monitor (Shared),2023-8607,Mid-Year Vacancy,Filled,Bus Monitor- IDEA Lake Houston (Immediate Opening),,,IDEA Lake Houston,"Greater Houston, TX",Part-Time,10/30/2023,11/6/2023,102728
2023-2024,Operations,Transportation,Non-CDL SPED Driver (Shared),2023-9532,Mid-Year Vacancy,Filled,Non-CDL SPED Driver - IDEA San Benito (Immediate Opening),,,IDEA San Benito,"Lower Rio Grande Valley, TX",Full-Time,4/16/2024,4/18/2024,91721
2024-2025,Instructional,School Lead Team,College Counselor (College Prep),2023-9798,Annual Vacancy,Filled,College Counselor - IDEA La Joya College Prep (24-25),,,IDEA La Joya College Prep,"Upper Rio Grande Valley, TX",Full-Time,4/15/2024,5/8/2024,103231
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-9890,Mid-Year Vacancy,Filled,4th Grade Writing Teacher - IDEA Sports Park Academy (Immediate Opening),,,IDEA Sports Park Academy,"Lower Rio Grande Valley, TX",Full-Time,1/24/2024,1/26/2024,98819
2023-2024,Instructional,Administrative Support,Administrative Assistant (College Prep),2022-1043,Annual Vacancy,Filled,Administrative Assistant - IDEA Converse College Prep (Immediate Opening),1,0,IDEA Converse College Prep,"San Antonio, TX",Full-Time,7/13/2023,7/21/2023,101671
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 6-8 ELA,2022-1072,Mid-Year Vacancy,Filled,8th grade ELA & Social Studies Teacher - IDEA University Prep College Prep (Immediate Opening),1,0,IDEA University Prep College Prep,Southern Louisiana,Full-Time,9/27/2023,10/24/2023,2746
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 9-12 ELA,2022-1074,Mid-Year Vacancy,Filled,English II/AP English Language Teacher - IDEA Innovation College Prep (Immediate Opening),1,0,IDEA Innovation College Prep,Southern Louisiana,Full-Time,7/28/2023,8/15/2023,1845
2023-2024,Instructional,Teaching - Social Studies,Teacher: 9-12 Social Studies,2022-1075,Annual Vacancy,Filled,AP World History/AP US History- IDEA Innovation College Prep (Immediate Opening),1,0,IDEA Innovation College Prep,Southern Louisiana,Full-Time,7/21/2023,7/26/2023,2266
2023-2024,Instructional,School Lead Team,Director of College Counseling (College Prep),2022-1084,Mid-Year Vacancy,Filled,Director of College Counseling - IDEA Bridge College Prep (Immediate Opening),1,0,IDEA Bridge College Prep,Southern Louisiana,Full-Time,7/11/2023,8/8/2023,3043
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2022-1123,Mid-Year Vacancy,Filled,1st Grade Math Teacher - IDEA Bassett Academy (Immediate Opening),1,0,IDEA Bassett Academy,"Jacksonville, FL",Full-Time,7/27/2023,8/11/2023,2722
2023-2024,Instructional,Teaching - Other,Teacher: Spanish,2022-1149,Annual Vacancy,Filled,AP Spanish Teacher - IDEA Burke College Prep (Immediate Opening),1,0,IDEA Burke College Prep,"San Antonio, TX",Full-Time,7/18/2023,7/27/2023,101968
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2022-1171,Mid-Year Vacancy,Filled,4th grade ELA Teacher - IDEA Converse Academy (Immediate Opening),1,0,IDEA Converse Academy,"San Antonio, TX",Full-Time,7/31/2023,8/6/2023,94978
2023-2024,Instructional,Teaching - Science,Teacher: 6-8 Science,2022-1269,Annual Vacancy,Filled,7th grade Science Pre-AP Teacher - IDEA Bassett College Prep (Immediate Opening),1,0,IDEA Bassett College Prep,"Jacksonville, FL",Full-Time,7/16/2023,7/21/2023,2640
2023-2024,Instructional,Teaching - Science,Teacher: 1-5 Science,2022-1277,Mid-Year Vacancy,Filled,4th Grade Science Teacher - IDEA Hope Academy (Immediate Opening),1,0,IDEA Hope Academy,"Tampa Bay, FL",Full-Time,8/2/2023,8/11/2023,3089
2023-2024,Instructional,Teaching - Math,Teacher: 9-12 Math,2022-1286,Mid-Year Vacancy,Filled,11th Grade Pre-Calculus Teacher- IDEA Pflugerville College Prep (Immediate Opening),1,0,IDEA Pflugerville College Prep,"Greater Austin, TX",Full-Time,8/17/2023,8/30/2023,95166
2023-2024,Instructional,Teaching - Math,Teacher: 6-8 Math,2022-1322,Annual Vacancy,Filled,8th grade Algebra I Teacher - IDEA Southeast College Prep (Immediate Opening),1,0,IDEA Southeast College Prep,"Tarrant County, TX",Full-Time,7/13/2023,7/26/2023,101943
2023-2024,Instructional,Teaching - Social Studies,Teacher: 6-8 Social Studies,2022-1353,Annual Vacancy,Filled,7th grade Social Studies Pre-AP Teacher - IDEA River Bluff College Prep (Immediate Opening),1,0,IDEA River Bluff College Prep,"Jacksonville, FL",Full-Time,7/18/2023,8/1/2023,2967
2023-2024,Instructional,Teaching - Math,Teacher: 9-12 Math,2022-1368,Mid-Year Vacancy,Filled,10th Grade Pre-AP Algebra II Teacher - IDEA Mesa Hills College Prep (Immediate Opening),1,0,IDEA Mesa Hills College Prep,"El Paso, TX",Full-Time,7/18/2023,7/28/2023,101888
2023-2024,Instructional,Teaching - Science,Teacher: 9-12 Science,2022-1382,Mid-Year Vacancy,Filled,Biology Pre-AP Teacher - IDEA Palmview College Prep (Immediate Opening),1,0,IDEA Palmview College Prep,"Upper Rio Grande Valley, TX",Full-Time,2/2/2024,2/7/2024,94792
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2022-1407,Mid-Year Vacancy,Filled,1st Grade Math Teacher - IDEA Victory Academy (Immediate Opening),1,0,IDEA Victory Academy,"Tampa Bay, FL",Full-Time,1/25/2024,1/30/2024,2253
2023-2024,Instructional,Teaching - Special Education,Teacher (College Prep): SpEd,2022-1474,Mid-Year Vacancy,Filled,Exceptional Student Education Teacher - IDEA Victory College Prep (23-24),1,0,IDEA Victory College Prep,"Tampa Bay, FL",Full-Time,7/21/2023,8/30/2023,2928
2023-2024,Instructional,Teaching - Math,Teacher: 9-12 Math,2022-1502,Mid-Year Vacancy,Filled,AP Calculus Teacher - IDEA Brackenridge College Prep (Immediate Opening),1,0,IDEA Brackenridge College Prep,"San Antonio, TX",Full-Time,7/12/2023,8/6/2023,95317
2023-2024,Instructional,Teaching - Other,Teacher (Academy): Interventionist,2022-1523,Annual Vacancy,Filled,Interventionist- IDEA University Prep (Immediate Opening),1,0,IDEA University Prep,Southern Louisiana,Full-Time,7/10/2023,7/26/2023,2232
2023-2024,Instructional,School Lead Team,API (Academy),2022-1525,Annual Vacancy,Filled,Assistant Principal of Instruction - IDEA Hardy Academy (23-24),1,0,IDEA Hardy Academy,"Greater Houston, TX",Full-Time,7/10/2023,7/11/2023,95051
